smiles,BM,SA,SC
*C(C(*)(F)F)(OC(F)(F)F)OC(F)(F)F,1552498150,4.372628361,2.245803978
*C(C(*)(F)F)OC(F)(F)F,2321454540,5.285000449,1.826825525
*C(C(*)F)(OC(F)(F)F)F,2502408358,5.550520298,2.051355589
*C(C(*)(F)F)(OC(F)(F)F)F,2095113058,5.082629797,1.768033137
*C(C*)OCC(CC)(C)C,2305150212,5.330802308,2.551068225
*C(C*)SC,3001179776,6.994858235,1.985185494
*C(C*)OCCC,2303284968,5.553850962,2.419370757
*C(C*)(C(=O)C)F,3794318000,5.776457555,2.21671308
*C(C*)C(=O)c1ccccc1,3098742659,3.858325751,2.158174491
*C(C*)C(=O)c1cc(c(cc1)Br)OC,2688111858,3.965416574,2.488393281
*C(C*)C(=O)c1ccc(cc1)C(C)(C)C,2703135559,3.719805392,2.442354473
*C(C*)C(=O)c1ccc(cc1)Cl,2566986356,3.843250953,2.178413807
*C(C*)C(=O)c1ccc(cc1)CC,2532135613,3.737344385,2.663855884
*C(C*)C(=O)c1ccc(cc1)C(C)C,2411094152,3.726148113,2.477756022
*C(C*)C(=O)c1ccc(cc1)OC,3063925087,3.658596207,2.188614811
*C(C*)C(=O)c1cc(c(cc1)C)C,3035112746,3.876612763,2.724992176
*C(C*)C(=O)c1ccc(cc1)CCC,2345436277,3.655645946,2.799986795
*C(C*)C(=O)c1ccc(cc1)C,2882950487,3.815341063,2.341465324
*C(C*)OC(=O)c1c(cccc1)OC(=O)C,3181618786,3.699798415,2.384217484
*C(C*)OC(=O)c1ccc(cc1)OC(=O)C,2782073800,3.611812128,2.508578189
*C(C*)OC(=O)CCCC(=O)c1ccccc1,3942492622,3.525957266,2.252052702
*C(C*)OC(=O)c1cc(ccc1)Br,3374836956,3.908435478,2.24753209
*C(C*)OC(=O)c1ccc(cc1)Br,2788314247,3.816515236,2.069312277
*C(C*)OC(=O)c1ccc(cc1)OC(=O)CCC,2404498692,3.552371837,2.838515425
*C(C*)OC(=O)c1c(cccc1)Cl,3365498623,3.805143171,2.004424366
*C(C*)OC(=O)c1cc(ccc1)Cl,2849035844,3.823256126,2.066267781
*C(C*)OC(=O)c1ccc(cc1)Cl,2910650737,3.718779608,2.198984149
*C(C*)OC(=O)C1CCCCC1,2634238079,4.135492821,2.028792513
*C(C*)OC(=O)CC1CCCCC1,2624693320,4.122741053,2.527393281
*C(C*)OC(=O)CCCC1CCCCC1,3579861629,3.889993085,2.616901214
*C(C*)OC(=O)c1ccc(cc1)OCC,2663584164,3.517632665,2.547613731
*C(C*)OC(=O)c1ccc(cc1)CC,2258854439,3.633914239,2.52969193
*C(C*)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,2192966566,4.617289353,2.188736479
*C(C*)OC(=O)C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F,2315560809,5.184743567,2.382470668
*C(C*)NC(=O)OC(C)(C)C,2082257430,4.469647709,1.756096196
*C(C*)OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2822663229,4.241333693,2.336462478
*C(C*)OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,2343945316,4.40065683,2.336462478
*C(C*)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2449259293,4.33189942,2.336462478
*C(C*)OC(=O)C(C(F)(F)F)(F)F,2340978991,4.879042933,2.291239773
*C(C*)OC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1910394908,4.47567752,2.332636574
*C(C*)OC(=O)c1ccncc1,3335203934,4.109865898,2.258440705
*C(C*)OC(=O)c1ccc(cc1)C(C)C,2177906226,3.631763174,2.390457697
*C(C*)OC(=O)C(C(C)C)(C(C)C)C,2296373266,4.947709786,2.340061748
*C(C*)OC(=O)c1c(cccc1)OC,3178415039,3.656351762,2.369076168
*C(C*)OC(=O)c1cc(ccc1)OC,3015440701,3.649864332,2.206905911
*C(C*)OC(=O)c1ccc(cc1)OC,2821725416,3.560928122,2.225720157
*C(C*)OC(=O)c1c(cccc1)C,3402628031,3.798566248,2.237447447
*C(C*)OC(=O)c1cc(ccc1)C,3255741143,3.793443171,2.155090052
*C(C*)OC(=O)c1ccc(cc1)C,2364609877,3.69307313,2.17194137
*C(C*)OC(=O)CC(c1ccccc1)(C)C,3212880326,3.931917144,2.642100113
*C(C*)OC(=O)C(CCC)(C)C,2375116983,4.748450513,2.86439284
*C(C*)OC(=O)C(C(CC)(C)C)(C)C,2500599630,4.934350119,2.797336726
*C(C*)OC(=O)C(C(C(C)C)C)(C)C,2229625258,5.131941343,2.660376799
*C(C*)OC(=O)C(CC(C)(C)C)(C)C,2719098223,4.609496897,2.354629982
*C(C*)OC(=O)c1cnccc1,3339923300,4.098504359,2.258963286
*C(C*)OC(=O)c1cc(ccc1)[N+](=O)[O-],3779421400,3.78801219,2.241143895
*C(C*)OC(=O)CCCCCCC,2375828080,3.959061389,2.545197208
*C(C*)OC(C(F)(F)F)(C(F)(F)F)F,2242950729,4.963874651,2.240680462
*C(C*)OC(=O)CCl,2990312423,5.576874222,1.93936562
*C(C*)C1=CC=CS1,2802018858,4.94299754,2.160740777
*C(C*)OCCCl,3180260915,6.005327885,2.225075117
*C(C*)OCCOC,2812656541,5.180525309,2.281234034
*C(C*)OCC(F)(F)F,2395830512,5.348537976,2.348216352
*C(C*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,2389731618,3.623210494,2.907005616
*C(C*)OC(=O)C1CCCC1,2643711680,4.318345332,1.998059804
*C(C*)OC(=O)C1(CCCCC1)C,2679601379,4.511133049,2.300227425
*C(C*)P(=O)(c1ccccc1)c1ccccc1,1937242209,3.766293158,2.094909895
*C(C*)P(=O)(OCC)N(C)C,2686374423,5.730037145,2.087773512
*C(C*)P(=O)(N(C)C)Oc1ccccc1,2392993688,4.569586492,2.213018943
*C(C*)c1nc(nc(n1)C)C,2783626578,5.033529728,2.501540349
*C(C*)OC(=O)CCCCCCCCC,2276551846,3.744948749,2.545197208
*C(C*)OC(=O)CCCCC,2052516830,4.274903286,2.417383257
*C1c2c(CC1*)cccc2,2112730640,4.635708178,2.468062865
*C1C(=O)OC(=O)C1C(C*)OC,3956187277,5.687979376,2.25919824
*C(C(C(C*)OC)C(=O)O)C(=O)O,5921160021,5.317389585,2.462643902
*C(=CCCC*)c1ccc(cc1)OC,2976150997,3.58706169,2.47027152
*C(=CCCC*)c1ccccc1,3277067755,3.801965738,2.370371669
*C(=CCCC*)c1ccc(cc1)Cl,3030631113,3.774280586,2.575535507
*C(C*)CNc1ccc(cc1)[N+](=O)[O-],4902329948,3.883303732,2.225171942
*C(C*)CNc1ncc(cc1)[N+](=O)[O-],4265340753,4.233388535,2.436172781
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,4109965495,3.950337414,2.573091304
*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,4344893393,3.997361553,2.891434179
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],5322015187,3.930110805,2.465355325
*C1C(C(C(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,3256926659,4.580411695,4.055494238
*C1C(CC(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,3711675480,4.004602305,4.135361336
*C1C(CC(C1)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)CC*,3633355257,4.060285617,4.325466094
*C(C*)N1CNCC1,3933109464,5.628498463,2.987719511
*C(C*)OCCCCCCCCCCCCCCCCCC,2486537231,3.365436379,2.650368317
*C(C*)OC(=O)c1ccc(cc1)C#N,3269379313,3.838742756,2.372263796
*C(C*)OCC(CC(C)C)(C)C,2683206986,5.003400164,2.613332939
*C(C(*)(F)F)(OC(C(F)F)F)F,2241585534,5.690925259,2.5754827
*C(C*)C(=O)c1ccc(cc1)Br,2744868976,3.94936392,1.95125496
*C(C*)OC(=O)CC1CCCC1,2774396547,4.284604359,2.464452774
*C(C*)N1C(=O)CCC1,3120947957,4.96253654,2.500617729
*C1C(C2C(C1)C(C(C2)CC*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,3699243773,5.05146379,4.32090625
*C(C*)C(=O)O,7766097863,6.012654259,1.712525158
*C(C*)C(=O)OC,3309273117,5.463576017,1.858321851
*C(C*)C(=O)OCC,2914355859,5.019819372,1.731992229
*C(C*)C(=O)OCCC,2206494604,4.830725692,2.153847262
*C(C*)C(=O)OC(C)C,2380634223,4.986610591,2.21771037
*C(C*)C(=O)OCCCC,2235726690,4.513030728,2.461062195
*C(C*)C(=O)OCC(C)C,2819254261,4.736644067,1.901331169
*C(C*)C(=O)OC(C)(C)C,2285800834,4.714590587,2.045417639
*C(C*)C(=O)OCCCCCC,2398364056,4.1081437,2.700456845
*C(C*)C(=O)OCCCCCCC,2433889487,3.965601875,2.700456845
*C(C*)C(=O)OCCCCCCCC,2337797654,3.848104107,2.700456845
*C(C*)C(=O)OCCCCCCCCCCCC,2479269925,3.544598749,2.700456845
*C(C*)C(=O)OCCCCCCCCCCCCCC,2460959896,3.457792845,2.700456845
*C(C*)C(=O)OCCCCCCCCCCCCCCCC,2408547463,3.398669353,2.700456845
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCC,2504860274,3.360434914,2.700456845
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,2593715894,3.279730322,2.700456845
*C(C*)C(=O)OCC=C,2577645210,5.172193148,2.030259418
*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,2753091642,5.731196017,2.758872268
*C(C*)C(=O)OCC(F)(F)F,3166527441,4.840087709,2.259168589
*C(C*)C(=O)OCC(C(F)(F)F)(F)F,2387095450,4.725325587,2.362482237
*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,2304416596,4.766390008,2.319177607
*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,2046884719,4.768050328,2.296777126
*C(C*)C(=O)OC(C(Cl)(F)F)(C(F)(F)F)F,1789555856,5.192919276,2.398826118
*C(C*)C(=O)OC(C(Cl)(F)F)(C(Cl)(F)F)F,2302111458,5.100651829,2.437617948
*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,3010873642,5.064550957,2.676788954
*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,2279544936,4.543768147,2.260619059
*C(C*)(C(=O)OC)C,2738743229,5.222390519,1.954460208
*C(C*)(C(=O)OCC)C,2351727356,4.835133668,1.654836585
*CC(*)(C)C(=O)OCCC,2186132752,4.682604506,2.256957029
*CC(*)(C)C(=O)OC(C)C,2142592716,4.843529048,2.102664995
*C(C*)(C(=O)OCCCC)C,2090120515,4.404151828,2.223153367
*CC(*)(C)C(=O)OC(C)CC,2145882837,4.978370991,2.500648397
*CC(*)(C)C(=O)OCC(C)C,2447415565,4.604421555,2.351313477
*CC(*)(C)C(=O)OC(C)(C)C,1681763097,4.605592112,1.982669098
*CC(*)(C)C(=O)OCCCCCC,2566448000,4.046460164,2.451969631
*CC(*)(C)C(=O)OCCCCCCCC,2588451323,3.813968899,2.451969631
*CC(*)(C)C(=O)OCCCCCCCCCCCC,2167101011,3.540160405,2.451969631
*CC(*)(C)C(=O)OC1CCCCC1,2700321441,4.145139122,2.374137607
*CC(*)(C)C(=O)Oc1ccccc1,2787466475,3.772101875,2.067404849
*CC(*)(C)C(=O)OCc1ccccc1,3235861146,3.617015177,2.038416872
*CC(*)(C)C(=O)OCCBr,2716905807,5.110529781,2.211202496
*CC(*)(C)C(=O)OCc1ccccc1Cl,2976795986,3.742210401,2.313063453
*CC(*)(C)C(=O)OCCO,3743484423,4.846542968,2.123711376
*CC(*)(C)C(=O)OCCN(C)C,2647978860,4.48245331,2.508906369
*CC(*)C(N)=O,7230985891,6.127520323,1.988213159
*CC(*)C(=O)NC(C)C,2473883014,4.878294899,2.363715317
*CC(*)C(=O)OC(CC)CC,2171098467,4.81019699,2.38418602
*CC(*)C(=O)OC1CCCCC1,3097275248,4.215646667,2.202371784
*CC(*)C(=O)OCC(C)(C)C,2687750528,4.792507709,2.194629621
*CC(*)C(=O)OCCC#N,5118664504,4.999804203,2.107456608
*CC(*)C(=O)N1CCCCC1,3190480132,4.148969108,2.223820704
*CC(*)C(=O)N1CCOCC1,3566676698,4.309420856,2.39868076
*CC(*)C(=O)Oc1ccccc1,3508343325,3.813915898,2.183130584
*CC(*)C(=O)Oc1ccc(OC)cc1,2795821864,3.635129998,2.221102402
*CC(*)C(=O)Oc1ccccc1C(=O)OC,3540168395,3.64802584,2.36158652
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,3241318848,3.564583175,2.42104397
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,3767843249,3.635793064,2.093680184
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,2938132421,3.55590531,2.260591496
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,3307421433,3.55077768,2.503937176
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,2970663047,3.476094949,2.599573121
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,3138008986,3.434725719,3.283367483
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,3635382971,3.221016117,3.035590574
*CC(*)C(=O)OCc1ccccc1,3372019776,3.626775373,2.045129653
*CC(*)C(=O)OCCc1ccccc1,3347119008,3.626917508,2.449288245
*CC(*)C(=O)Oc1cccc(N(C)C)c1,3897183839,3.900236877,2.955698941
*CC(*)C(=O)Oc1ccc(C#N)cc1,4226903663,3.912944633,2.529156243
*CC(*)C(=O)OCc1ccc(C#N)cc1,3440654345,3.776074274,2.32107073
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,3009663615,3.903427344,2.386188585
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2411095349,4.368086724,2.173910081
*CC(*)C(=O)N(C)C,3108795607,5.309671638,1.938986852
*CC(*)(C)C(=O)OCCOC,2860698988,4.502959769,2.473601025
*CC(*)(C)C(=O)OCC(C)O,3761681335,5.09968176,2.379876468
*CC(*)(C)C(=O)OCCC#N,4038650157,4.859520563,2.166617551
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],4223472191,4.692868272,2.569282744
*CC(*)(C)C(=O)OCCS(=O)CC,3349362503,5.226786938,2.440199551
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,3741471528,3.900660957,2.77726941
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,3222821680,3.540021382,2.243027164
*CC(*)(CC)C(=O)OCC,2082632532,4.847472638,2.019434421
*CC(*)(CC(=O)OCC)C(=O)OCC,2648453379,4.232578202,1.85295291
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,2353997408,3.930038892,2.499476943
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,1692506996,3.833911483,2.773551054
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,2556878009,3.769655065,2.834188714
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,2932044006,3.766673588,2.883706876
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,2751209353,3.713901449,3.24560821
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,2212545850,3.398230536,2.25594021
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,2897894616,3.280039464,2.15499973
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,3301249202,3.352475786,2.521193912
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,3055910699,3.331624156,2.937571144
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,3094599509,3.877648326,2.429660644
*CC(*)(CC(=O)OC)C(=O)OC,2840130031,4.609791772,2.380296998
*C(*)C(=O)OCC,2236436681,4.275195253,1.446612923
*C(*)C(=O)OC,2569277514,4.748019062,1.63566579
*C(*)C(=O)OCCC,2100937306,4.097599914,1.859860786
*CC(*)(CC(=O)OCCC)C(=O)OCCC,2314726780,4.164554268,2.420213892
*CC(*)C(=O)OCCO,5094194840,5.007274804,2.158216817
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,2692095553,4.660217305,2.895854427
*CC(*)C(=O)OC1CCCCCCCCCCC1,3782547181,4.002898675,2.202371784
*C(C*)Cl,3788795128,7.135942642,1.417108751
*C(C*)(F)F,3991883480,5.843684394,1.85435463
*CC(*)(Cl)Cl,4338494093,6.157800371,1.483602824
*C(F)C(*)(F)F,4341654415,5.82163435,1.487361632
*C(F)(F)C(F)(F)*,3240212268,4.853723249,1.24120937
*C(C(*)(F)F)(Cl)F,3527834289,5.483081989,1.334911134
*CCC=C(*)Cl,3114848167,6.208915894,1.926935727
*C(F)(F)C(*)(F)C(F)(F)F,1955835285,5.101892946,1.58212187
*/C(=C/CC*)C,2563058158,6.04486974,2.0073573
*CC/C=C(\*)C,2563306450,6.04486974,1.797224265
*CC/C=C(/*)Cl,3219993975,6.208915894,2.027229309
*CC/C=C(\*)Cl,3223289437,6.208915894,1.914663223
*CC(*)C=C,1791447898,7.034292081,1.67757494
*CCC=C(*)C,2580134993,6.04486974,1.937320885
*OCC*,2417919907,6.934138441,1.822175729
*OC(C*)C,2995279063,6.709885927,1.68301329
*CC(CCl)O*,3569770678,6.498688196,1.738271376
*CCCCO*,2130153504,5.63907136,2.66905341
*Oc1c(cc(cc1C)*)C,2526648597,4.468543042,2.459662969
*Oc1c(OC)cc(*)cc1OC,3045428347,3.920043706,1.956879941
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,2564389667,2.949735928,2.954260293
*C(=O)OCCOC(=O)c1ccc(*)o1,3529581655,3.918786027,2.886619528
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,4328883956,3.248863457,2.799870794
*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,4352088398,2.837547785,3.2427541
*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,4372086920,2.841387929,3.627154099
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,4072671990,2.729224264,3.342915914
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,3522996881,3.30668958,2.388606119
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,3416706721,3.035915227,3.285192529
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,3726093008,2.88340288,3.405904267
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,3731060052,3.566106065,2.997097541
*CC1CC(*)OC(CCC)O1,2580969489,5.704164486,2.813359617
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,3532699654,2.861729794,2.971377658
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,3758774452,3.415282195,3.207795251
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,3214785948,3.260809032,3.544873635
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,2577593403,3.30701363,3.80663274
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,3588163806,2.800564558,3.205295566
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,3161314728,2.723839339,2.704192384
*CCOCC(=O)O*,4609262149,5.040476084,2.155222124
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,4168748649,2.878038235,3.150197955
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,3498355359,2.966076665,3.780777307
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,3878722335,3.069806397,4.178635758
*CS*,3476335284,7.725584585,1.743447602
*CCS*,2837736480,7.087585779,2.144070364
*CCCSS*,2734301393,6.155379862,2.790381754
*Sc1ccc(cc1)*,3552003260,4.842239084,1.640430364
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,3646064449,3.183743815,2.511866732
*OC(=O)CCC(=O)OCC*,4986922017,4.178423292,2.352841981
*CCCCOC(=O)CCC(=O)O*,4019313681,3.85735265,2.444559822
*OC(=O)CCCCCCCCC(=O)OCC*,3588367146,3.373735426,2.666764439
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,3668954902,3.188787377,2.838848148
*OC(=O)c1ccc(cc1)C(=O)OCC*,4133192529,3.242235189,2.192222352
*OC(=O)c1cc(ccc1)C(=O)OCC*,4181702589,3.341468056,2.470316474
*OC(=O)c1ccc(cc1)C(=O)OCCCC*,3879953975,3.138478195,2.791153058
*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,3238301005,3.039227334,3.033320041
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,3507051060,2.891741845,3.066278621
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C)C,3466136858,2.943259793,3.075818323
*OC(=O)c1cc2c(cc1)ccc(c2)C(=O)OCC*,4168146088,3.151010301,2.730253109
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,3783144764,3.117240521,2.807153714
*CCCCOC(=O)CCCCC(=O)O*,3890664844,3.587904419,2.596134369
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,3043238205,3.037454116,3.823380504
*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,4656445683,3.168399587,2.563259332
*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,4433086588,3.173651235,2.54294213
*CCCCCC(=O)O*,3361584703,4.449125777,2.355163566
*CCCOC(=O)c1ccc(C(=O)O*)cc1,4339311755,3.190785076,2.637221462
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCC(=O)*,4369909795,2.876883739,3.277381974
*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,3925917907,2.866780009,3.277381974
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,3984606045,2.860045243,3.277381974
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,3609782640,2.856321006,3.277381974
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,3593886721,2.855299954,3.277381974
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*)C,3525567446,2.76426665,3.447329563
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,3870957741,2.814058084,3.530368265
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,2857168200,2.856716967,3.277381974
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,2989076255,2.860342079,3.277381974
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,3237726830,2.865974786,3.277381974
*CC1CCC(COC(=O)CCC(=O)O*)CC1,3929595292,3.590970503,2.830753968
*OC(C)CC(*)=O,2902530357,5.857789863,2.133687566
