smiles,TC,SA,SC,atom_count
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(Br)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,0.179353601,3.109746059,3.86821822,42
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(I)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,0.179849923,3.168639918,3.783014527,42
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(C(=O)c5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc2)cc1,0.21459288,3.179583138,4.104299354,45
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.179786563,3.287343578,3.913106871,47
*Oc1ccc(C(=O)Nc2cccc(C(O)Cc3ccc(NC(=O)c4ccc(*)cc4)cc3)c2)cc1,0.286060508,3.269164139,4.571016023,36
*C1(OC(C(C1(C(C(*)(F)F)(F)F)F)(F)F)(F)F)F,0.111266374,5.555869142,2.239212476,19
*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)c4ccccc34)cc2)cc1,0.231751558,2.885794776,3.439255832,36
*Oc1ccc2c(c1)nc1n2C(=O)c2ccc(-c3ccc4c(c3)C(=O)n3c-4nc4ccc(*)cc43)cc2-1,0.269836747,3.517302624,4.618888792,37
*Oc1ccc2c(c1)nc1c3cc4c(=O)n5c6cc(*)ccc6nc5c4cc3c(=O)n21,0.289671931,3.659605864,4.596045898,31
*c1ccc2c(c1)-c1nc3cc(Oc4ccc5nc6n(c5c4)C(=O)c4cc(C(*)(C(F)(F)F)C(F)(F)F)ccc4-6)ccc3n1C2=O,0.176963476,3.837106452,4.978925515,46
*c1ccc(*)s1,0.597038429,5.872313465,2.156312526,7
*c1ccc2c(c1)-c1cc(-c3nc4cc(-c5ccc6[nH]c(*)nc6c5)ccc4[nH]3)ccc1S2(=O)=O,0.266970833,3.652247193,4.715258237,35
*Cc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc(*)ccc6[nH]5)ccc3S4(=O)=O)nc2c1,0.233716186,3.651443648,4.998305105,36
*c1ccc2sc3ccc(-c4nc5cc(-c6ccc7[nH]c(*)nc7c6)ccc5[nH]4)cc3c2c1,0.263202779,3.467230419,4.441193145,33
*Cc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,0.230983773,3.464167708,4.574283424,34
*c1cc(CCCC)c(*)s1,0.320117807,4.441480336,3.204201526,11
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,0.225378547,3.377387732,3.014632215,34
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,0.211413189,2.963291421,3.127064722,39
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.257727428,2.902047832,3.294786419,37
*CCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,0.236431842,3.041692092,2.934417326,22
*c1cc(Br)c(OC(=O)c2ccc(C(=O)Oc3c(Br)cc(C4(*)OC(=O)c5ccccc54)cc3Br)cc2)c(Br)c1,0.155531081,3.995261366,3.389849691,40
*CCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,0.249228862,3.405354622,4.099750885,35
*CCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(CCCC)CC(=O)O*)cc2)cc1,0.225556948,3.449650123,4.16467546,31
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c(C(*)=O)cc2OCCCCCCCCCCCC)cc1,0.305736886,3.123433169,3.903213399,46
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc21,0.202420703,4.363324011,3.885628242,35
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc21,0.197787592,4.406344154,3.670918622,35
*CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1,0.237542815,4.628974951,3.269034632,22
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2)cc1,0.217293555,3.235922307,3.135862492,45
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)c(C)c2)cc1C,0.219509175,3.382570877,3.350567358,47
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2)cc1,0.201310165,3.187144132,3.314098206,45
*Oc1cccc2c(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cccc12,0.220093628,3.121413518,3.121347041,40
*Oc1cccc2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc12,0.204757868,3.132097735,3.608508766,40
*Oc1ccc2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2c1,0.227296374,3.144216701,3.156805622,40
*Oc1cccc(OC(=O)c2ccccc2/C=C/c2ccc(/C=C/c3ccccc3C(*)=O)cc2)c1,0.198989787,3.073779447,3.260877953,36
*Oc1ccccc1OC(=O)c1ccccc1/C=C/c1ccc(/C=C/c2ccccc2C(*)=O)cc1,0.222108797,3.04583418,2.786511597,36
*Oc1ccc(OC(=O)c2ccccc2/C=C/c2ccc(/C=C/c3ccccc3C(*)=O)cc2)cc1,0.235313014,3.03394779,2.905762426,36
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,0.349800281,2.772974201,2.889918099,38
*Nc1ccc(NC(=O)c2cc(C(*)=O)c(C(=O)OCC)cc2C(=O)OCC)cc1,0.301681661,3.012842325,2.404537351,30
*Nc1cccc(C(O)Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c1,0.295623458,3.215799512,3.993512595,29
*c1ccc2c(c1)-c1nc3cc(-c4ccc5nc6n(c5c4)C(=O)c4cc(C(*)(C(F)(F)F)C(F)(F)F)ccc4-6)ccc3n1C2=O,0.18416099,3.823159116,4.997762902,45
*CC(C)CNC(=O)O*,0.257436252,5.223610307,2.731986195,10
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,0.282900087,3.190290622,4.474446795,44
*c1cccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,0.17288835,3.621744106,3.666728472,39
*c1ccc2c(c1)C(=O)N(c1cccc(S(=O)(=O)c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,0.150446539,3.638028742,4.227069741,48
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)NC(=O)*)cc1,0.329475891,2.96277524,3.869124335,29
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,0.29081044,3.378011291,3.602510532,33
*c1cccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)c1,0.262134449,3.308296807,3.791165743,31
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,0.281094364,3.474829625,4.171479153,44
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)-c1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1C3)C2=O,0.174130825,3.690954768,3.829949035,46
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,0.439609719,2.897834738,3.915944417,31
*c1cccc(Oc2cccc(Oc3cccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)c3)c2)c1,0.22483537,3.303375898,3.63729194,38
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,0.243353052,3.279600192,4.064080553,46
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,0.257046515,3.236782682,3.85093683,47
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,0.382911128,3.642474428,4.031692902,38
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.280663141,3.223713019,4.025478062,39
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,0.16334633,3.599070699,3.242069099,39
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,0.164469188,3.798954487,3.844417314,50
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C)C2=O,0.153779126,3.584545254,4.486027978,40
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,0.166991738,3.639060504,4.389813495,48
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.255148124,3.287507766,4.028084903,41
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,0.342393297,3.7348751,4.081546703,40
*C1CCC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC1,0.322479304,3.350338868,3.512423683,30
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,0.188839787,3.873575623,3.337169941,41
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.27785637,3.319191629,3.948237757,40
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.249871544,3.263009624,4.17708969,40
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,0.316497691,2.938076117,4.207497879,31
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.331274593,3.100368294,3.851455671,41
*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,0.264017299,3.203465524,3.990220077,39
*c1ccc(-c2sc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,0.352891485,3.383557585,4.350872702,47
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,0.252482603,3.545515707,3.867173727,49
*/C=C/C1CC(*)C2C(=O)N(CCCCC)C(=O)C12,0.236932175,4.980631376,3.787587229,19
*/C=C/C1CC(*)C2C(=O)N(CCCCCC)C(=O)C12,0.232246101,4.883589787,4.028507493,20
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,0.163382142,4.402371099,3.88197756,46
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,0.18075284,4.232409652,4.028165704,42
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,0.201453995,4.111813445,3.572463009,38
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,0.254775725,3.251661363,3.937245362,30
*c1ccc(Oc2ccccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.27636764,3.247405386,3.567262858,38
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2C(C)(C)C)cc1,0.299962523,3.419439422,4.066467537,42
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2-c2ccccc2)cc1,0.30983122,3.304220963,4.188747687,44
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.278141719,3.423503327,3.689345032,42
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,0.295398373,3.067707573,4.066948194,44
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.29151673,3.18610271,4.353128004,44
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,0.30392846,3.389245792,4.674162188,48
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,0.316411554,3.299139528,4.842549743,50
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.288457547,3.392767844,4.155489115,48
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(c3ccc(O)c(N4C(=O)c5ccc(*)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)ccc1O)C2=O,0.189395669,3.806693911,3.571459552,49
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,0.289863471,3.262095341,3.778871657,42
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,0.177458779,4.110030642,4.379602767,50
*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc6c5C(=O)N(*)C6=O)c4C3=O)cc2)cc1,0.222053496,3.284214172,3.941782543,38
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.249143763,3.217755198,4.329385357,38
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,0.228924168,3.249754161,3.941782543,45
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,0.255200829,3.258561305,4.329385357,45
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,0.263432532,4.389636707,3.490827178,31
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,0.238258763,4.542374999,3.941201383,33
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,0.274145489,4.301243152,3.490827178,38
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)C6CCC7C(=O)N(*)C(=O)C7C6C5=O)cc4)cc3)cc2)cc1,0.252650625,4.450084852,3.751899792,47
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,0.220094916,3.526378274,3.721164307,43
*C(=O)c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(*)cc5C4=O)c(CC)c3)cc1CC)C2=O,0.222803856,3.711871325,3.803175207,47
*c1ccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c5)cc4)cc3C2=O)cc1,0.254037201,3.393767523,4.17890252,47
*CCCCCCCCCCN1C(=O)C2C3C=CC(C4C(=O)N(*)C(=O)C34)C2C1=O,0.255867446,5.533767232,3.15634548,30
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)CC2)CC1,0.232731371,5.783789846,3.58120692,33
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,0.2249129,6.394659665,4.148972637,35
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,0.190410767,3.773489658,3.920080738,48
*c1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,0.25056238,3.397617347,3.948237757,49
*c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,0.209987039,3.348138784,3.401892784,45
*c1ccc(Sc2ccc3c(c2)Sc2ccc(Sc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc2S3)cc1,0.199953659,3.807604794,4.367877868,46
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,0.321091285,3.35442516,3.799017812,42
*c1ccc(C(=O)Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.402981581,3.296730845,3.599014989,33
*c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.370940579,3.176704685,4.178730544,39
*c1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.501051728,3.221788537,3.907285334,33
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,0.203289189,3.754978362,3.832315018,47
*c1cccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)c1,0.220725294,3.276370736,3.906512489,30
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,0.252551567,3.303120002,4.146501519,38
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2C)c(C)c1,0.246966336,3.337747143,4.586778507,38
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,0.181127226,3.56867371,4.426352604,44
*c1ccc(Oc2cccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c2)cc1,0.21550438,3.235003098,4.305512607,37
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,0.253562737,3.230479205,4.08332782,44
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,0.215328534,3.265311073,4.390035454,44
*c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,0.194879024,3.306784699,4.293894078,44
*OC(C)COC(*)=O,0.216197061,5.541927734,1.695269251,9
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(*)=O)cc21,0.198892107,4.628438549,3.377425844,27
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(CC)c2)cc1CC,0.235507852,3.367173408,2.956755909,25
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,0.239792442,3.849506254,2.96298452,24
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)c(C)c2)cc1C,0.219626724,4.01616853,3.144297881,26
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)c(C)c2)cc1C,0.239908747,3.455410369,3.117299472,27
*Oc1ccc(C(CCCC)(CCCC)c2ccc(OC(*)=O)cc2)cc1,0.236778552,3.235841144,3.250545123,27
*CCCCCCCCCSC(=O)S*,0.228700961,4.013750701,2.168503634,15
*CCCCCCCCCCCCSC(=O)S*,0.246707796,3.670648005,2.168503634,18
*Sc1ccc(Cc2ccc(SC(*)=O)cc2)cc1,0.180050455,3.2265592,2.643126185,19
*Oc1ccc(C(C)(C)c2ccc(OC(=O)SCCCSC(*)=O)cc2)cc1,0.187002547,3.520870267,3.277202713,28
*Oc1ccc(C(C)(C)c2ccc(OC(=O)SCCCCCCSC(*)=O)cc2)cc1,0.197531069,3.451585401,3.331743354,31
*Oc1ccc(C(C)(C)c2ccc(OC(=O)Sc3ccc(C(C)(C)c4ccc(SC(*)=O)cc4)cc3)cc2)cc1,0.182529356,3.397509601,2.963956931,40
*C1NC(CC1)*,0.263630423,6.817619818,1.669963238,7
*Nc1ccc(cc1)*,0.383186404,4.635493853,1.948342429,9
*c1ccc(Cc2ccc(N(*)Cc3ccccc3)cc2)cc1,0.238998014,2.963763654,2.533689278,23
*Cc1cc(C(C)(C)c2ccc3c(c2)CN(C)CO3)cc(CN(*)C)c1O,0.206550984,3.799326378,4.406643736,27
*c1ccc(C(c2ccc(-c3nc4cc(-c5ccc6nc(*)[nH]c6c5)ccc4[nH]3)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.239875739,3.601488294,4.506264292,41
*c1ccc(C(c2ccc(-c3nc4ccc(-c5ccc6nc(*)[nH]c6c5)cc4[nH]3)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.248861231,3.587132843,4.312179006,41
*c1cccc(S(=O)(=O)NCCCCCCNS(*)(=O)=O)c1,0.20809775,3.338991049,3.424678394,22
*c1ccc(S(*)(=O)=O)cc1,0.199092642,4.255679912,1.334821902,11
*Cc1cc(*)c(O)cc1C,0.226688307,4.575082034,2.556295948,11
